Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2022-10-08,S003,P0008,Furniture,South,51.0,1,162,5.37,95.6,15,,1,93.06,Summer
2022-08-03,S003,P0006,Groceries,North,187.0,148,124,150.46,29.79,10,Rainy,0,34.5,Summer
2022-09-02,S002,P0010,,North,253.0,199,135,201.05,33.64,5,Snowy,1,31.02,Winter
2023-11-13,S004,P0013,Furniture,West,366.0,79,168,71.5,67.72,0,Snowy,0,64.28,Autumn
2022-06-16,S005,P0007,Furniture,South,318.0,8,157,24.9,28.29,10,Sunny,1,27.7,Winter
2023-07-16,S005,P0016,Toys,West,384.0,310,184,316.43,94.06,15,Snowy,0,98.52,Autumn
2022-07-13,S004,P0011,Clothing,West,126.0,81,159,77.05,27.96,10,Cloudy,1,32.89,Autumn
2022-04-04,S001,P0012,Clothing,West,323.0,40,169,48.75,49.52,5,Rainy,1,49.82,Autumn
2023-12-17,S003,P0015,Electronics,East,478.0,333,192,339.97,47.82,10,Cloudy,0,51.1,Winter
2022-04-25,S004,P0007,Furniture,West,92.0,62,36,76.93,85.52,20,Rainy,0,89.21,Summer
2023-12-02,S004,P0020,Furniture,East,109.0,55,128,54.88,51.51,0,Rainy,1,53.07,Spring
2023-06-25,S004,P0016,Groceries,North,458.0,0,36,6.83,34.37,5,Cloudy,0,31.57,Winter
2022-12-03,S004,P0011,Furniture,West,453.0,423,191,427.64,98.74,10,Sunny,0,96.28,Summer
2023-08-03,S002,P0009,Toys,West,64.0,30,55,23.01,85.47,20,Rainy,0,81.22,Autumn
2024-01-01,S004,P0001,Electronics,East,497.0,496,137,489.62,42.34,15,Snowy,1,45.73,Spring
2023-03-28,S001,P0016,Toys,West,259.0,212,184,202.83,26.13,20,Snowy,1,25.02,Winter
2023-03-26,S003,P0019,Furniture,South,166.0,52,53,43.17,89.79,15,Sunny,0,92.4,Autumn
2022-01-18,S002,P0017,Groceries,North,222.0,38,26,29.32,62.41,0,,0,62.14,Spring
2022-09-08,S001,P0014,Furniture,West,144.0,83,47,98.73,40.32,5,Cloudy,1,39.33,Winter
2023-12-25,S005,P0019,Toys,North,225.0,213,167,206.97,76.43,20,Cloudy,1,77.09,Winter
2023-03-08,S002,P0001,Toys,East,417.0,8230,67,248.31,16.6,20,Cloudy,1,15.79,Spring
2023-11-01,S001,P0016,Groceries,West,426.0,409,147,415.37,98.75,20,Snowy,1,93.82,Winter
2022-06-15,S005,P0005,Toys,West,374.0,216,131,227.24,81.38,5,Snowy,0,85.44,Winter
2022-10-13,S003,P0017,Furniture,East,333.0,96,49,99.04,86.28,0,Sunny,0,84.47,Winter
2023-12-17,S003,P0004,Electronics,South,327.0,125,151,138.81,43.93,5,Sunny,1,40.37,Summer
2023-05-01,S003,P0009,Toys,North,490.0,359,197,378.25,81.77,5,Rainy,1,78.83,Winter
2022-08-21,S003,P0001,Groceries,South,192.0,14,176,23.15,49.4,10,Rainy,0,48.64,Summer
2022-11-16,S003,P0020,Toys,West,424.0,281,182,286.94,,20,Cloudy,1,97.37,Summer
2022-10-01,S001,P0009,Toys,East,208.0,201,158,220.63,75.93,20,Cloudy,0,78.61,Spring
2022-03-22,S001,P0019,Toys,West,327.0,85,86,94.96,71.85,20,Sunny,1,75.71,Spring
2022-02-19,S003,P0001,Electronics,West,285.0,256,155,248.92,45.77,20,Rainy,1,45.8,Autumn
2022-10-06,S002,P0008,Electronics,West,269.0,63,62,57.21,27.76,5,Rainy,1,28.0,Spring
2022-03-13,S001,P0001,Clothing,North,327.0,95,141,101.11,87.0,15,Sunny,0,91.43,Summer
2023-02-11,S004,P0001,Toys,West,136.0,125,151,139.76,77.14,10,Sunny,1,73.0,Summer
2023-02-17,S001,P0014,Toys,North,166.0,14,153,12.25,71.56,15,Snowy,1,75.96,Spring
2022-06-20,S002,P0007,Furniture,West,86.0,14,58,9.83,57.78,20,Sunny,1,54.27,Summer
2022-05-03,S001,P0013,Electronics,North,140.0,72,147,84.48,86.31,5,Rainy,1,83.43,Winter
2022-01-23,S001,P0013,Furniture,East,192.0,32,117,41.82,39.38,0,Cloudy,0,36.51,Autumn
2022-07-19,S003,P0014,Clothing,South,163.0,56,114,63.73,27.74,15,Cloudy,0,22.75,Spring
2023-02-05,S002,P0018,Toys,South,476.0,312,115,303.75,45.49,0,Snowy,1,42.12,Winter
2023-10-22,S003,P0020,Groceries,East,245.0,83,68,95.12,68.6,20,Rainy,0,64.2,Autumn
2023-10-23,S003,P0008,Clothing,East,367.0,77,113,68.08,29.47,0,Cloudy,0,32.08,Autumn
2023-08-23,S002,P0015,Electronics,South,396.0,171,148,161.36,39.3,10,Sunny,0,37.51,Spring
2022-07-14,S002,P0017,Furniture,East,69.0,10,37,7.1,,5,Cloudy,0,42.46,Winter
2022-09-02,S003,P0019,Toys,East,125.0,122,43,135.83,98.39,20,Sunny,0,101.06,Autumn
2023-08-19,S002,P0017,,East,183.0,0,108,8.12,36.91,20,Sunny,1,38.64,Autumn
2022-12-10,S001,P0005,Clothing,East,145.0,70,137,78.51,20.33,15,Snowy,0,18.04,Winter
2023-04-10,S003,P0002,Toys,West,461.0,127,165,119.17,48.76,15,Snowy,1,48.46,Winter
2022-09-03,S004,P0020,Toys,West,378.0,317,88,331.94,30.14,5,Rainy,1,33.54,Summer
2022-09-27,S003,P0006,Electronics,West,213.0,147,102,155.99,82.23,10,Snowy,1,79.37,Summer
2023-07-24,S003,P0006,Electronics,South,121.0,64,191,62.65,21.11,5,Sunny,0,23.93,Autumn
2022-11-23,S002,P0010,Toys,West,370.0,228,123,226.26,83.57,20,Cloudy,0,80.74,Winter
2022-07-05,S005,P0012,Groceries,West,401.0,272,193,271.69,85.47,10,,0,81.36,Autumn
2022-04-30,S004,P0019,Toys,North,402.0,160,192,162.76,78.54,0,Snowy,0,77.34,Winter
2022-06-07,S001,P0004,Furniture,East,,188,65,183.94,95.5,10,Snowy,0,92.88,Spring
2023-02-13,S003,P0019,Clothing,East,81.0,78,25,74.7,62.95,20,Sunny,0,65.52,Summer
2023-04-16,S001,P0017,Furniture,East,387.0,43,30,56.0,68.87,10,Rainy,1,73.0,Autumn
2022-10-05,S002,P0016,Groceries,South,292.0,69,150,80.46,47.85,20,Rainy,1,48.2,Spring
2023-12-17,S005,P0016,Groceries,East,487.0,225,114,224.38,61.38,10,Cloudy,0,56.57,Summer
2023-10-31,S005,P0017,Clothing,East,255.0,62,69,55.78,15.64,15,Sunny,1,18.27,Autumn
2023-09-05,S005,P0010,Groceries,West,284.0,98,117,110.0,70.8,0,Cloudy,0,74.36,Summer
2023-05-16,S001,P0001,Clothing,South,390.0,261,110,275.38,92.97,10,Snowy,0,88.09,Winter
2022-06-10,S004,P0004,Furniture,North,157.0,32,112,42.24,95.23,10,Rainy,0,93.89,Spring
2023-05-29,S004,P0020,Electronics,East,50.0,18,147,27.38,2616.0,15,Rainy,1,58.4,Winter
2022-01-30,S004,P0009,Groceries,West,110.0,23,129,24.53,23.62,5,Cloudy,0,27.63,Autumn
2023-08-09,S004,P0019,Clothing,North,477.0,475,195,478.11,77.44,15,Rainy,1,74.82,Winter
2023-10-06,S001,P0014,Clothing,South,497.0,478,158,496.03,14.67,20,Snowy,1,18.55,Winter
2022-10-31,S004,P0002,Groceries,West,156.0,141,176,159.08,55.15,20,Sunny,0,52.33,Spring
2022-07-25,S005,P0003,Groceries,South,495.0,237,159,254.97,92.66,20,Snowy,0,93.98,Summer
2022-12-23,S003,P0014,,East,261.0,221,172,221.14,27.01,15,Cloudy,1,23.02,Winter
2023-06-02,S002,P0010,Groceries,West,243.0,160,79,163.69,83.98,20,Snowy,1,84.35,Summer
2022-08-24,S002,P0010,Electronics,West,379.0,318,79,315.27,17.89,15,Rainy,1,20.32,Spring
2023-07-30,S005,P0008,DESCONOCIDO,North,142.0,52,126,59.98,29.92,5,Cloudy,0,34.16,Autumn
2023-03-07,S005,P0002,Furniture,South,351.0,236,60,233.81,47.82,5,Cloudy,0,51.6,Winter
2023-12-23,S001,P0007,Clothing,South,488.0,187,125,197.27,,10,Rainy,0,44.29,Winter
2023-09-23,S003,P0010,Clothing,North,219.0,5,163,17.27,71.34,10,Rainy,1,68.12,Summer
2023-02-01,S003,P0017,Furniture,North,174.0,154,42,159.52,64.2,10,Sunny,0,67.92,Summer
2022-11-17,S002,P0009,Clothing,East,196.0,166,98,167.9,15.5,0,Cloudy,0,15.7,Spring
2022-11-16,S002,P0008,Electronics,East,402.0,37,90,53.97,39.46,10,Snowy,0,35.01,Spring
2023-07-15,S004,P0020,Groceries,South,100.0,35,89,33.22,82.58,20,Sunny,0,82.42,Autumn
2022-09-23,S001,P0018,Furniture,South,218.0,97,21,95.45,73.19,10,Cloudy,1,68.47,Winter
2023-04-22,S005,P0003,Groceries,West,392.0,349,72,365.65,41.43,10,Snowy,1,40.4,Autumn
2023-01-20,S001,P0005,Groceries,East,114.0,78,104,69.73,81.5,10,,1,77.87,Autumn
2023-01-29,S002,P0010,Electronics,West,469.0,402,90,398.85,60.41,0,Snowy,1,63.48,Autumn
2022-04-02,S003,P0016,Groceries,North,64.0,53,152,66.03,30.42,20,Rainy,0,26.23,Summer
2022-07-31,S002,P0007,Clothing,South,271.0,208,127,211.43,66.69,5,Rainy,1,71.64,Summer
2022-10-03,S001,P0005,Groceries,South,147.0,129,165,139.55,21.82,10,Cloudy,1,23.08,Spring
2023-01-01,S002,P0013,Groceries,South,459.0,90,120,89.03,83.29,5,Sunny,1,85.76,Winter
2023-06-19,S005,P0008,Clothing,South,410.0,119,134,128.72,69.94,15,Cloudy,0,68.74,Winter
2023-06-06,S002,P0005,Electronics,North,386.0,82,124,74.67,33.69,10,Rainy,0,34.41,Winter
2023-08-04,S005,P0014,Groceries,North,,55,146,49.13,94.4,20,Rainy,0,98.86,Autumn
2022-04-08,S004,P0013,Toys,South,397.0,203,44,219.75,96.57,0,Rainy,0,91.92,Winter
2022-09-01,S003,P0001,Electronics,South,375.0,186,106,186.49,30.77,0,Sunny,0,28.34,Autumn
2023-11-07,S001,P0005,Toys,South,72.0,63,171,65.79,58.56,5,Cloudy,1,57.22,Spring
2022-02-11,S003,P0004,Clothing,North,476.0,285,41,301.42,49.44,0,Sunny,1,47.26,Summer
2023-12-08,S004,P0014,Toys,East,234.0,23,190,19.02,30.28,20,Sunny,1,30.96,Summer
2022-03-31,S003,P0002,Groceries,North,396.0,176,116,187.43,60.7,5,Sunny,0,58.3,Spring
2023-12-21,S004,P0015,Electronics,East,350.0,116,159,109.58,50.86,10,Snowy,1,51.23,Autumn
2022-08-23,S002,P0017,Toys,West,318.0,220,150,221.9,44.47,0,Cloudy,1,44.74,Spring
2023-04-01,S004,P0004,Toys,East,406.0,113,35,127.68,41.2,0,Cloudy,0,37.24,Winter
2022-12-24,S005,P0004,Electronics,West,53.0,33,197,40.6,54.55,20,Rainy,1,54.78,Winter
2023-05-23,S003,P0003,Furniture,South,209.0,184,97,198.99,39.93,10,Rainy,0,42.83,Winter
2023-05-16,S005,P0003,Groceries,South,277.0,62,173,61.82,36.48,20,Cloudy,1,32.8,Summer
2022-03-20,S002,P0017,Toys,East,380.0,303,175,303.76,81.61,5,Snowy,0,86.58,Summer
2023-12-11,S003,P0010,Electronics,North,356.0,77,176,72.95,38.72,15,Rainy,0,36.1,Spring
2023-09-10,S002,P0009,Toys,South,204.0,19,174,16.29,53.63,15,Sunny,1,51.65,Summer
2022-10-22,S003,P0013,Electronics,North,285.0,53,22,65.08,89.91,20,Rainy,1,91.99,Spring
2023-09-02,S004,P0007,Clothing,North,457.0,301,124,292.54,90.01,5,Snowy,0,89.17,Autumn
2022-01-07,S005,P0017,Groceries,East,453.0,186,65,189.39,78.41,10,Snowy,1,82.58,Autumn
2022-11-11,S004,P0011,Clothing,West,112.0,55,126,59.24,16.52,5,Cloudy,0,19.94,Spring
2023-04-15,S003,P0009,Clothing,South,210.0,134,186,144.01,55.9,20,Sunny,1,51.76,Autumn
2023-12-27,S002,P0020,Clothing,North,465.0,412,112,419.32,32.63,20,Rainy,1,29.65,Autumn
2022-04-03,S004,P0007,Groceries,South,292.0,242,49,237.84,10.79,15,Cloudy,1,15.48,Summer
2022-02-18,S004,P0019,Toys,South,301.0,75,99,88.38,11.62,5,Rainy,1,13.18,Winter
2023-01-15,S003,P0011,Electronics,North,335.0,239,189,250.11,49.85,15,Snowy,1,54.18,Summer
2022-10-09,S001,P0001,Groceries,South,91.0,52,108,57.7,80.46,20,Rainy,0,83.16,Summer
2023-10-02,S001,P0012,Toys,South,109.0,61,93,74.31,72.31,0,Cloudy,1,69.41,Autumn
2022-05-22,S005,P0009,Toys,South,110.0,61,129,74.11,44.97,5,Snowy,0,45.22,Autumn
2023-02-21,S004,P0005,Groceries,East,307.0,122,124,131.34,39.76,20,Rainy,1,36.1,Autumn
2023-12-22,S001,P0012,Toys,East,85.0,6,110,4.08,14.07,15,Rainy,0,15.36,Spring
2023-05-06,S004,P0015,Furniture,South,192.0,109,174,116.0,57.18,15,Cloudy,0,55.44,Winter
2023-02-10,S003,P0008,Toys,West,383.0,329,156,322.32,62.82,5,Snowy,1,66.72,Winter
2023-04-18,S001,P0012,Groceries,West,362.0,69,136,88.49,78.41,0,Cloudy,1,76.29,Winter
2023-06-11,S005,P0009,Toys,East,63.0,4,115,22.39,13.75,0,,0,9.74,Autumn
2022-04-08,S003,P0016,Clothing,North,294.0,58,144,48.11,13.44,5,Sunny,1,8.98,Summer
2023-12-14,S002,P0015,Furniture,North,290.0,67,186,85.89,20.69,20,Cloudy,0,20.13,Autumn
2022-03-19,S002,P0006,Toys,East,133.0,104,112,102.95,95.94,15,Rainy,1,98.4,Autumn
2022-11-15,S003,P0020,Toys,North,345.0,289,179,306.46,53.42,10,Sunny,1,54.13,Autumn
2023-03-25,S001,P0006,Toys,North,349.0,282,78,287.2,75.04,10,Cloudy,1,72.09,Spring
2023-12-30,S004,P0018,Clothing,East,391.0,171,85,171.91,48.96,0,Rainy,1,49.45,Spring
2022-08-12,S001,P0010,Toys,West,499.0,374,126,380.97,43.47,5,Snowy,1,42.51,Winter
2023-01-11,S002,P0005,Furniture,South,464.0,341,68,334.66,88.19,5,Snowy,1,85.99,Summer
2022-10-07,S005,P0012,Clothing,East,273.0,49,181,56.32,79.0,20,Rainy,0,83.5,Autumn
2022-09-12,S003,P0019,Groceries,West,114.0,110,139,110.78,25.46,15,Sunny,1,25.47,Summer
2022-09-20,S001,P0003,Toys,North,201.0,7,103,11.68,96.02,20,Snowy,1,93.8,Summer
2022-10-26,S003,P0008,Furniture,North,174.0,9,32,5.86,63.3,20,Rainy,1,65.17,Autumn
2022-02-04,S005,P0016,Groceries,East,149.0,47,122,49.26,55.54,0,Cloudy,1,59.25,Winter
2022-07-12,S003,P0008,Furniture,East,347.0,144,21,151.98,29.53,0,Sunny,0,33.79,Spring
2023-08-10,S004,P0003,Toys,East,404.0,403,115,405.5,98.03,15,Cloudy,0,99.84,Winter
2022-07-08,S001,P0018,Electronics,South,185.0,77,110,93.19,74.52,15,Snowy,0,76.02,Autumn
2023-12-18,S002,P0019,Clothing,West,249.0,75,58,87.23,73.94,0,Rainy,0,76.1,Summer
2022-04-07,S005,P0004,Toys,West,-6.0,57,138,67.97,95.09,5,Cloudy,1,94.49,Winter
2022-10-19,S003,P0017,Furniture,South,194.0,163,36,153.99,22.73,5,Sunny,1,27.0,Autumn
2022-08-02,S004,P0015,Toys,East,379.0,11,186,28.58,91.43,0,Rainy,0,93.63,Spring
2022-05-14,S001,P0013,Groceries,North,127.0,89,140,107.67,18.24,0,Rainy,0,13.38,Spring
2022-01-17,S001,P0004,,East,95.0,88,76,99.26,48.66,20,Rainy,1,49.05,Summer
2023-03-13,S001,P0005,Electronics,West,377.0,113,130,129.78,86.59,5,Rainy,1,85.79,Spring
2022-06-12,S003,P0005,Toys,North,456.0,139,185,151.31,36.82,10,Snowy,0,39.45,Spring
2023-10-08,S002,P0017,Furniture,East,68.0,6,184,2.7,13.99,5,Sunny,0,12.31,Spring
2023-03-28,S003,P0002,Electronics,West,457.0,435,86,428.26,32.49,0,Cloudy,1,33.15,Winter
2023-10-09,S004,P0014,Groceries,South,474.0,277,149,279.33,99.11,0,Sunny,0,96.51,Summer
2022-12-20,S003,P0009,Clothing,North,83.0,3,118,8.08,80.41,10,,1,78.98,Spring
2023-11-28,S002,P0006,Toys,South,134.0,101,75,92.57,76.5,5,Rainy,1,77.59,Summer
2023-03-26,S005,P0005,Furniture,South,252.0,149,108,157.37,10.05,20,Rainy,0,7.13,Winter
2022-06-04,S004,P0001,Clothing,East,239.0,194,148,198.45,64.08,5,Snowy,1,62.06,Winter
2022-08-14,S002,P0001,Toys,North,376.0,273,29,282.37,17.76,20,Cloudy,0,16.72,Summer
2022-06-24,S003,P0007,Toys,North,401.0,106,146,115.87,26.83,15,Rainy,0,28.55,Autumn
2023-07-31,S005,P0004,Furniture,South,175.0,140,192,144.39,10.85,15,Snowy,1,7.84,Summer
2023-06-16,S004,P0003,Toys,North,384.0,44,194,46.29,19.29,5,Rainy,0,20.06,Winter
2022-10-31,S002,P0017,Furniture,West,405.0,404,54,408.78,47.56,20,Snowy,1,51.5,Summer
2022-07-05,S001,P0001,Toys,North,104.0,75,160,78.99,81.22,10,Snowy,1,84.72,Summer
2022-03-07,S005,P0006,Electronics,West,449.0,157,149,154.92,67.42,10,Sunny,0,62.95,Spring
2023-02-15,S002,P0012,Toys,West,292.0,128,108,123.17,74.41,5,Rainy,0,75.03,Summer
2023-03-31,S005,P0017,Electronics,South,63.0,18,187,16.77,64.46,0,Rainy,0,66.2,Spring
2023-03-04,S005,P0006,Toys,West,150.0,24,199,36.69,16.14,10,Sunny,1,20.18,Summer
2022-07-01,S003,P0012,Furniture,West,372.0,75,161,84.59,46.64,5,Snowy,1,45.17,Winter
2023-02-27,S005,P0019,Clothing,South,89.0,77,64,72.2,33.16,15,Sunny,0,33.83,Autumn
2023-10-26,S001,P0002,Clothing,South,187.0,66,126,83.75,20.04,5,Sunny,1,21.31,Summer
2022-05-23,S002,P0006,Electronics,East,322.0,158,61,150.45,85.21,5,Sunny,0,83.16,Autumn
2023-01-14,S003,P0015,Electronics,East,319.0,285,100,294.14,22.92,5,Rainy,1,18.32,Autumn
2023-06-14,S002,P0013,Furniture,East,56.0,22,74,37.76,79.22,5,Rainy,0,80.04,Summer
2023-10-11,S004,P0004,Toys,North,455.0,358,33,374.08,57.97,15,Cloudy,0,55.64,Autumn
2022-10-19,S001,P0003,Groceries,North,182.0,58,84,71.7,66.46,15,Cloudy,0,65.53,Summer
2022-05-04,S003,P0018,Electronics,South,188.0,66,36,65.06,56.89,10,Cloudy,1,58.54,Summer
2023-01-17,S003,P0008,Groceries,South,494.0,144,37,158.65,46.91,0,Rainy,0,51.59,Spring
2022-06-10,S001,P0003,Electronics,North,342.0,30,91,42.27,60.82,20,Cloudy,1,64.18,Autumn
2022-08-10,S005,P0015,Groceries,South,338.0,48,149,48.38,99.71,5,Sunny,1,94.75,Spring
2023-10-28,S004,P0015,Groceries,West,471.0,75,72,76.62,33.09,5,Snowy,1,36.38,Winter
2023-02-24,S002,P0009,Toys,West,376.0,368,163,383.64,51.22,0,Sunny,1,53.34,Spring
2023-03-11,S001,P0005,Toys,East,207.0,32,199,51.87,56.12,5,Rainy,1,52.75,Autumn
2022-03-30,S002,P0003,Furniture,West,72.0,18,181,9.14,20.59,10,Cloudy,1,17.13,Winter
2022-06-17,S003,P0012,Groceries,West,123.0,61,78,52.66,90.61,5,Snowy,1,93.46,Spring
2022-11-15,S003,P0019,Clothing,East,196.0,98,90,103.24,58.08,0,Cloudy,1,53.74,Autumn
2023-03-03,S001,P0011,Clothing,East,88.0,79,46,89.24,58.2,10,,1,53.59,Autumn
2022-09-01,S003,P0011,Furniture,North,247.0,20,133,25.35,81.41,15,Cloudy,1,79.2,Spring
2022-12-02,S004,P0005,Toys,West,448.0,360,103,355.77,83.33,0,Snowy,1,85.56,Autumn
2022-08-24,S001,P0017,Toys,North,351.0,252,34,248.05,22.83,5,Rainy,1,20.36,Spring
2022-05-11,S002,P0003,Electronics,East,309.0,122,59,139.99,14.34,15,Rainy,1,19.25,Summer
2022-08-15,S001,P0001,Groceries,South,187.0,156,51,150.99,95.07,10,Sunny,0,92.8,Spring
2022-04-24,S005,P0013,Toys,North,429.0,337,40,335.79,92.15,0,Sunny,1,87.74,Summer
2022-10-02,S005,P0002,Clothing,West,139.0,136,187,136.14,28.48,15,Cloudy,0,23.81,Autumn
2022-06-25,S005,P0020,Electronics,East,296.0,226,180,239.6,69.01,20,Cloudy,1,64.02,Winter
2023-02-05,S002,P0011,Clothing,South,148.0,143,118,146.08,57.92,10,Sunny,0,55.03,Summer
2023-06-05,S003,P0011,,East,128.0,125,168,121.38,68.94,20,Rainy,1,72.5,Winter
2022-09-22,S005,P0003,Toys,North,429.0,378,135,386.49,81.38,10,Snowy,0,84.56,Summer
2023-09-23,S003,P0006,Groceries,East,283.0,282,66,294.07,83.11,0,,1,82.05,Autumn
2023-10-01,S005,P0001,Furniture,North,145.0,45,101,42.05,48.16,10,Snowy,0,48.27,Spring
2023-11-19,S002,P0016,Electronics,South,141.0,86,81,97.23,78.34,20,Snowy,0,78.83,Summer
2023-05-11,S002,P0020,Groceries,South,272.0,94,33,93.15,81.25,0,Sunny,0,82.38,Autumn
2022-06-11,S001,P0001,Groceries,East,374.0,254,25,253.13,,5,Rainy,0,10.4,Spring
2023-10-17,S004,P0015,Groceries,East,276.0,228,198,244.99,63.8,0,Cloudy,1,61.82,Spring
2022-12-14,S005,P0009,Toys,West,391.0,367,44,364.26,,10,Snowy,1,35.03,Spring
2023-06-13,S002,P0004,Electronics,South,320.0,170,95,179.54,41.65,5,Rainy,0,41.54,Autumn
2023-04-12,S002,P0011,Toys,South,369.0,97,90,111.47,29.88,15,Cloudy,1,27.82,Spring
2022-04-11,S005,P0020,Groceries,West,250.0,242,130,244.26,37.32,20,Snowy,0,41.17,Spring
2023-10-09,S005,P0017,Groceries,East,59.0,46,114,38.98,56.05,10,Snowy,0,59.59,Winter
2023-08-23,S001,P0005,Groceries,West,499.0,179,188,192.22,70.82,5,Rainy,1,68.43,Summer
2023-09-10,S004,P0005,Toys,East,61.0,24,25,14.72,75.85,15,Rainy,0,76.2,Spring
2023-06-09,S002,P0004,Furniture,North,479.0,355,164,374.8,16.57,10,Cloudy,0,19.43,Autumn
2022-11-13,S004,P0018,Furniture,West,438.0,49,69,49.91,63.65,5,Snowy,1,63.31,Winter
2022-03-11,S004,P0015,Groceries,East,65.0,24,154,30.6,77.04,10,Rainy,0,74.6,Spring
2022-12-19,S004,P0004,Furniture,West,261.0,79,72,71.2,45.93,10,Snowy,0,50.81,Summer
2022-08-18,S005,P0020,Toys,East,138.0,111,134,103.37,,20,Cloudy,1,7.22,Winter
2023-05-27,S004,P0006,Clothing,West,206.0,133,112,125.39,75.37,15,Rainy,0,78.29,Spring
2022-03-20,S004,P0017,Toys,East,290.0,72,81,79.43,25.74,10,Rainy,0,29.52,Summer
2023-06-20,S004,P0010,Furniture,North,201.0,150,129,165.09,94.99,10,Cloudy,1,96.72,Autumn
2022-05-25,S005,P0012,Electronics,South,290.0,70,158,74.45,97.06,15,Sunny,1,96.78,Summer
2023-07-02,S004,P0018,Groceries,South,480.0,255,137,250.88,90.99,5,Snowy,1,95.03,Summer
2022-11-24,S001,P0010,Clothing,North,439.0,155,145,172.83,92.19,5,Cloudy,1,88.06,Winter
2022-05-12,S003,P0004,Clothing,North,371.0,49,21,60.62,66.68,5,Rainy,0,62.86,Summer
2022-03-27,S001,P0005,Toys,West,396.0,335,24,353.06,20.53,15,Sunny,0,24.22,Summer
2023-03-15,S004,P0008,Furniture,North,216.0,187,41,188.56,52.82,0,Sunny,0,49.95,Summer
2022-10-26,S001,P0020,Electronics,North,152.0,48,128,44.85,1396.0,15,Snowy,1,35.56,Summer
2023-09-24,S003,P0007,Groceries,South,288.0,216,110,229.77,77.67,10,Rainy,0,73.78,Spring
2022-07-13,S001,P0016,Furniture,East,149.0,144,192,135.2,73.71,0,Rainy,0,73.33,Spring
2023-01-02,S005,P0011,Furniture,North,398.0,4,160,16.08,32.38,0,Snowy,0,37.26,Summer
2023-04-19,S004,P0020,Clothing,East,232.0,181,58,179.01,56.74,5,Cloudy,1,61.26,Autumn
2023-04-22,S001,P0013,Electronics,North,241.0,39,115,34.25,58.17,10,Cloudy,1,56.96,Spring
2022-12-21,S003,P0009,Electronics,West,220.0,135,35,144.97,68.27,10,Snowy,1,71.41,Summer
2023-11-26,S004,P0018,Electronics,East,211.0,160,114,165.89,70.57,20,Cloudy,1,69.65,Spring
2023-09-18,S003,P0008,Clothing,East,193.0,192,23,186.82,45.76,10,Sunny,1,50.07,Summer
2022-02-15,S001,P0007,Groceries,West,120.0,101,169,91.93,82.16,0,Snowy,0,80.3,Winter
2022-08-11,S005,P0005,Clothing,South,240.0,124,147,124.57,80.42,15,Rainy,1,83.0,Winter
2023-03-23,S005,P0007,Clothing,North,327.0,84,159,97.05,78.81,15,Sunny,1,77.69,Spring
2023-03-26,S003,P0016,Toys,North,109.0,44,138,44.41,39.97,5,Rainy,1,40.8,Autumn
2023-09-23,S003,P0016,Furniture,East,193.0,48,65,43.53,42.33,15,,0,46.61,Autumn
2023-08-21,S002,P0005,Toys,South,386.0,28,106,29.74,20.19,5,Snowy,1,21.4,Winter
2022-08-07,S002,P0003,Toys,North,340.0,207,147,225.69,85.05,5,Cloudy,1,84.91,Summer
2023-07-20,S001,P0006,Furniture,North,250.0,117,113,112.56,13.57,10,Cloudy,1,17.84,Winter
2023-10-22,S002,P0018,Electronics,North,231.0,86,67,101.54,94.65,10,Sunny,0,97.14,Autumn
2022-03-04,S003,P0008,Clothing,North,320.0,305,114,312.29,11.07,5,Snowy,0,10.96,Autumn
2023-09-02,S001,P0008,Groceries,North,410.0,112,39,124.63,24.17,5,Snowy,1,20.71,Summer
2023-03-04,S004,P0016,Furniture,North,439.0,310,91,329.48,91.92,15,Rainy,1,95.54,Summer
2022-08-22,S002,P0019,Furniture,North,182.0,47,192,58.17,86.28,15,Rainy,1,88.86,Summer
2023-01-24,S001,P0005,Clothing,North,471.0,190,21,204.48,48.7,15,Rainy,1,46.71,Winter
2022-11-20,S002,P0010,Groceries,East,326.0,303,165,298.05,28.34,5,Cloudy,1,30.52,Summer
2022-07-03,S003,P0020,Toys,West,301.0,161,74,158.4,74.2,20,Snowy,1,72.97,Summer
2022-12-29,S004,P0006,Groceries,North,367.0,11,131,9.08,58.48,5,Cloudy,0,55.04,Summer
2022-09-22,S004,P0005,Clothing,South,199.0,49,24,66.8,49.51,0,Rainy,1,54.37,Summer
2023-06-09,S002,P0017,Groceries,East,321.0,308,80,324.94,85.68,5,Rainy,0,82.72,Spring
2022-10-29,S003,P0011,Groceries,East,375.0,144,143,157.53,30.03,15,Cloudy,0,33.09,Summer
2022-02-23,S003,P0006,Groceries,West,246.0,211,114,215.67,57.73,10,Snowy,0,56.35,Spring
2023-05-08,S001,P0002,Groceries,West,314.0,213,55,226.01,82.58,15,Cloudy,0,82.05,Spring
2023-04-07,S004,P0002,Clothing,North,,140,130,137.99,49.95,0,Rainy,1,50.75,Spring
2023-12-10,S001,P0020,Groceries,East,201.0,149,180,161.65,64.44,20,Rainy,0,64.03,Autumn
2023-01-24,S004,P0008,Electronics,West,186.0,161,150,154.4,84.6,5,Cloudy,1,88.74,Summer
2022-06-23,S001,P0016,Groceries,West,156.0,51,165,52.86,31.38,10,Sunny,0,32.61,Spring
